codigo_cliente,id_cliente,fecha_saldo,importe_operativa,moneda,tipo_operacion,max_saldo,fecha_mas_reciente,saldo_final,nombre,apellido1,apellido2,direccion,fecha_nacimiento,dni,nombre_completo,menor_30
11534627P,219,2023-10-13,1350.21,USD,Retirada Efectivo,9957.5,2023-10-13,34309.43,,,,,,,"",NO
16027492S,214,2025-08-22,4951.46,JPY,Tarjeta,8883.46,2025-08-22,65435.02,Clara,Alonso,Reyes,Av. del Bosque 4,1987-03-22,90123456I,Clara Alonso Reyes,NO
38349917E,366,2023-01-12,5413.91,USD,Tarjeta,9860.64,2023-01-12,91860.76,,,,,,,"",NO
69195001F,30,2022-05-05,717.68,GBP,Tarjeta,9671.45,2022-05-05,10592.73,,,,,,,"",NO
48637885K,77,2022-02-08,-2088.15,USD,Bizum,9689.14,2022-02-08,57026.35,,,,,,,"",NO
36766762H,483,2022-08-14,7986.68,GBP,Tarjeta,9614.8,2022-08-14,102373.38,,,,,,,"",NO
43103639C,412,2022-03-02,-8774.24,MXN,Transferencia,8697.27,2023-06-27,-18659.17,,,,,,,"",NO
43518692D,53,2022-04-11,2726.68,EUR,Bizum,9292.06,2022-04-11,36836.29,,,,,,,"",NO
53666983I,456,2022-05-14,2907.88,JPY,Retirada Efectivo,9376.16,2022-05-14,35228.61,,,,,,,"",NO
60195151Y,405,2023-04-14,-2779.0,MXN,Transferencia,9796.69,2023-04-14,28016.06,,,,,,,"",NO
58016044N,353,2024-05-26,4829.38,USD,Retirada Efectivo,8518.12,2024-05-26,46251.49,,,,,,,"",NO
97965447G,344,2024-08-20,6896.23,USD,Tarjeta,9695.99,2024-08-20,-313.37,,,,,,,"",NO
31308169C,414,2023-07-19,6202.86,JPY,Retirada Efectivo,9838.09,2023-07-19,137024.74,,,,,,,"",NO
87788382P,413,2025-07-02,3165.65,GBP,Bizum,9873.92,2025-07-02,27596.89,,,,,,,"",NO
77749295J,13,2022-10-28,319.52,EUR,Bizum,9630.81,2022-10-28,45873.45,,,,,,,"",NO
33680077T,201,2024-02-15,7268.95,JPY,Tarjeta,8089.16,2024-02-15,64550.48,,,,,,,"",NO
91889521P,283,2025-03-07,9863.06,EUR,Retirada Efectivo,9975.84,2025-03-07,58847.07,,,,,,,"",NO
72471710F,329,2023-06-27,2628.68,EUR,Retirada Efectivo,9786.82,2023-06-27,133316.13,,,,,,,"",NO
35965272I,146,2022-06-12,2124.08,EUR,Transferencia,8765.56,2022-06-12,47297.28,,,,,,,"",NO
88928707R,356,2023-01-25,101.69,USD,Tarjeta,9285.92,2023-01-25,42225.75,,,,,,,"",NO
32826897B,319,2023-10-08,302.5,JPY,Tarjeta,9755.94,2023-10-08,57291.5,Silvia,Del Río,Navarro,Calle del Sol 5,1986-12-12,22232425E,Silvia Del Río Navarro,NO
30777310P,8,2024-11-07,3904.53,GBP,Retirada Efectivo,9938.74,2024-11-07,-10409.25,,,,,,,"",NO
94869331H,486,2024-02-04,8686.66,USD,Retirada Efectivo,9597.95,2024-02-04,26177.63,Pablo,Del Castillo,Saiz,Av. del Jardín 9,1984-03-03,15161718X,Pablo Del Castillo Saiz,NO
42968472Z,74,2022-10-07,4249.22,GBP,Retirada Efectivo,9988.53,2022-10-07,86189.78,,,,,,,"",NO
89814350Z,125,2024-06-21,3629.36,GBP,Bizum,9890.01,2024-06-21,82110.57,,,,,,,"",NO
90792426C,400,2023-09-27,-3564.83,JPY,Bizum,9785.81,2023-09-27,26317.47,,,,,,,"",NO
21104754J,451,2025-01-19,8712.54,USD,Retirada Efectivo,9727.71,2025-01-19,50751.93,,,,,,,"",NO
71286311E,487,2022-09-16,8179.96,USD,Tarjeta,8179.96,2022-09-16,65527.94,,,,,,,"",NO
24379692S,480,2025-01-10,6357.84,GBP,Retirada Efectivo,9883.44,2025-01-10,65003.86,,,,,,,"",NO
21755286J,93,2022-02-26,-2990.44,JPY,Bizum,9819.28,2022-02-26,7480.61,,,,,,,"",NO
57594673F,186,2024-07-11,6118.57,USD,Retirada Efectivo,9688.22,2024-07-11,9615.64,,,,,,,"",NO
36378812Z,392,2025-06-26,7312.97,EUR,Bizum,9608.44,2025-06-26,47289.25,Miguel,Cano,Luna,Calle del Río 8,1992-03-03,44556677N,Miguel Cano Luna,NO
32233871Y,260,2025-09-22,9622.45,MXN,Retirada Efectivo,9984.22,2025-09-22,73052.69,,,,,,,"",NO
47337240M,313,2022-09-16,-8136.28,GBP,Bizum,8704.43,2022-09-16,46459.6,,,,,,,"",NO
53666983I,68,2022-08-28,-7758.15,MXN,Bizum,9949.92,2022-08-28,35228.61,,,,,,,"",NO
71933846X,287,2022-12-19,9704.64,EUR,Bizum,9704.64,2022-12-19,71298.87,,,,,,,"",NO
47665911A,145,2024-10-04,8856.01,USD,Transferencia,9962.58,2024-10-04,97533.49,,,,,,,"",NO
65932825L,257,2022-08-21,1845.96,EUR,Bizum,9655.23,2022-08-21,27829.68,,,,,,,"",NO
47665911A,66,2022-05-27,1173.27,GBP,Tarjeta,9974.75,2022-05-27,97533.49,,,,,,,"",NO
95735897U,364,2024-07-12,5286.29,MXN,Tarjeta,9812.91,2024-07-12,68224.47,,,,,,,"",NO
93616609W,354,2025-06-01,6428.78,USD,Tarjeta,8057.85,2025-06-01,48246.52,,,,,,,"",NO
10278500S,236,2025-05-20,7862.67,GBP,Bizum,9951.29,2025-05-20,43451.66,,,,,,,"",NO
33680077T,92,2025-05-21,1751.37,EUR,Retirada Efectivo,9861.41,2025-05-21,64550.48,,,,,,,"",NO
68876826V,330,2024-12-17,5669.9,GBP,Retirada Efectivo,9661.95,2024-12-17,59889.99,,,,,,,"",NO
48637885K,163,2024-06-23,4928.74,MXN,Tarjeta,9536.25,2024-06-23,57026.35,,,,,,,"",NO
34569401G,410,2025-11-21,274.31,EUR,Transferencia,8720.84,2025-11-21,10152.06,,,,,,,"",NO
35957775T,173,2023-08-26,-2556.26,USD,Transferencia,7939.43,2023-08-26,21856.87,,,,,,,"",NO
42670429Q,194,2023-03-03,9960.18,JPY,Retirada Efectivo,9960.18,2023-03-03,51454.34,,,,,,,"",NO
62506960T,160,2022-06-16,5774.65,JPY,Transferencia,9638.41,2022-06-16,27715.54,,,,,,,"",NO
40342482R,369,2024-10-25,9313.24,GBP,Tarjeta,9587.0,2024-10-25,50707.04,,,,,,,"",NO
89129495K,172,2025-08-31,8600.19,JPY,Tarjeta,9250.88,2025-08-31,35481.58,,,,,,,"",NO
15339564Y,220,2024-04-01,-7215.33,JPY,Transferencia,9626.41,2024-04-01,45041.0,,,,,,,"",NO
54062091X,225,2022-12-23,-421.54,EUR,Transferencia,8821.78,2022-12-23,75432.39,,,,,,,"",NO
36182760N,115,2023-12-11,-1044.44,USD,Transferencia,9015.78,2023-12-11,63536.66,,,,,,,"",NO
89743159P,8,2022-01-24,9938.74,MXN,Transferencia,9938.74,2022-01-24,34760.17,,,,,,,"",NO
93295656Z,221,2024-03-29,-1252.09,MXN,Bizum,9760.17,2024-03-29,48289.33,,,,,,,"",NO
79161841Q,147,2025-01-03,-4526.26,MXN,Bizum,9765.05,2025-01-03,66336.84,,,,,,,"",NO
45422671M,467,2022-09-25,8635.54,MXN,Transferencia,9514.1,2022-09-25,73729.8,,,,,,,"",NO
50721381L,61,2023-03-07,7793.08,MXN,Retirada Efectivo,9875.61,2023-03-07,54535.66,,,,,,,"",NO
38316477K,206,2024-08-27,-4520.41,USD,Transferencia,8747.65,2024-08-27,56653.02,,,,,,,"",NO
20301602F,404,2025-02-25,4407.47,USD,Bizum,9169.53,2025-02-25,85243.45,Natalia,Ramírez,García,Calle Sur 14,2007-12-11,11223344K,Natalia Ramírez García,SI
24442968M,185,2023-02-16,155.27,EUR,Retirada Efectivo,9666.62,2023-02-16,65296.65,,,,,,,"",NO
32233871Y,269,2024-02-08,4826.3,EUR,Tarjeta,9956.46,2024-02-08,73052.69,,,,,,,"",NO
77574957P,50,2022-10-29,-8867.95,EUR,Transferencia,9591.43,2022-10-29,44274.11,,,,,,,"",NO
76381793S,57,2024-11-12,5678.27,MXN,Transferencia,9655.15,2024-11-12,68039.08,,,,,,,"",NO
48760916U,188,2023-10-10,-5145.67,MXN,Transferencia,9689.21,2023-10-10,24886.01,,,,,,,"",NO
80354341P,377,2024-12-03,-7379.44,MXN,Bizum,9098.99,2024-12-03,34083.18,,,,,,,"",NO
77401638B,19,2023-09-17,-1547.67,GBP,Bizum,8240.96,2023-09-17,59935.28,,,,,,,"",NO
26613086K,434,2025-09-02,5941.04,GBP,Bizum,9198.59,2025-09-02,96466.04,,,,,,,"",NO
57594673F,97,2023-02-17,-8266.92,GBP,Bizum,9724.03,2023-02-17,9615.64,,,,,,,"",NO
15455647Q,30,2023-10-22,-1369.66,GBP,Bizum,9671.45,2023-10-22,39301.08,,,,,,,"",NO
68962283V,205,2023-06-17,4597.96,JPY,Bizum,9590.01,2023-06-17,63125.79,,,,,,,"",NO
71811704W,425,2022-04-19,6224.54,GBP,Tarjeta,9632.66,2022-04-19,93947.96,,,,,,,"",NO
72534705Y,300,2024-11-10,1861.58,MXN,Tarjeta,9956.81,2024-11-10,34340.6,,,,,,,"",NO
32347887Z,482,2023-03-31,4990.6,USD,Retirada Efectivo,8860.04,2023-03-31,59837.68,,,,,,,"",NO
73188540T,208,2022-05-22,-6111.1,MXN,Bizum,9948.43,2022-05-22,79323.59,,,,,,,"",NO
38316477K,340,2023-11-08,1537.01,MXN,Transferencia,8996.59,2023-11-08,56653.02,,,,,,,"",NO
19444602G,365,2025-12-27,9478.43,EUR,Bizum,9825.21,2025-12-27,57140.88,,,,,,,"",NO
98428312A,374,2025-02-26,5180.18,MXN,Retirada Efectivo,9257.53,2025-02-26,54650.15,,,,,,,"",NO
50064311K,9,2025-08-22,7925.36,GBP,Retirada Efectivo,9745.27,2025-08-22,63060.32,Luis,Pérez,Domínguez,Calle Norte 6,1998-08-29,01234567J,Luis Pérez Domínguez,SI
66510794F,23,2025-09-06,6953.83,JPY,Tarjeta,8764.36,2025-09-06,34128.45,,,,,,,"",NO
93750792B,408,2023-02-20,2234.66,MXN,Tarjeta,8333.09,2023-02-20,51750.43,,,,,,,"",NO
31324961Z,300,2024-11-05,-3653.67,GBP,Transferencia,9956.81,2024-11-05,68107.42,,,,,,,"",NO
29361060I,52,2022-05-27,4172.76,MXN,Tarjeta,9419.18,2022-05-27,-8465.7,,,,,,,"",NO
52874324C,239,2022-02-21,4798.38,JPY,Retirada Efectivo,8127.24,2022-02-21,22837.96,,,,,,,"",NO
88514507V,122,2025-12-06,2784.38,GBP,Retirada Efectivo,9870.59,2025-12-06,60156.94,,,,,,,"",NO
86371152T,259,2024-11-09,-9460.82,MXN,Transferencia,9735.04,2024-11-09,31596.24,,,,,,,"",NO
83420198X,146,2022-02-12,2994.59,USD,Tarjeta,8765.56,2022-02-12,55271.34,Fernando,Crespo,Del Río,Av. del Norte 7,1990-05-05,13141516V,Fernando Crespo Del Río,NO
84829251A,358,2023-03-15,6360.14,EUR,Retirada Efectivo,9812.41,2023-03-15,79583.37,,,,,,,"",NO
44046437N,102,2022-10-22,3437.54,GBP,Transferencia,9889.29,2022-10-22,57546.69,,,,,,,"",NO
18708230V,406,2024-01-14,3736.62,USD,Retirada Efectivo,9699.07,2024-01-14,75651.73,,,,,,,"",NO
59171737O,391,2022-07-09,-3628.73,JPY,Bizum,9419.39,2022-07-09,36891.06,,,,,,,"",NO
38316477K,369,2023-01-30,-4890.87,USD,Bizum,9587.0,2023-01-30,56653.02,,,,,,,"",NO
32826897B,114,2023-12-06,-4982.05,GBP,Transferencia,9477.42,2023-12-06,57291.5,Silvia,Del Río,Navarro,Calle del Sol 5,1986-12-12,22232425E,Silvia Del Río Navarro,NO
88976515X,149,2025-10-19,2553.58,USD,Tarjeta,9668.09,2025-10-19,36342.2,Daniel,Ruiz,Fernández,Av. del Mar 22,2004-07-19,23456789B,Daniel Ruiz Fernández,SI
65743702V,485,2025-05-29,1000.2,JPY,Bizum,9487.79,2025-05-29,36405.66,,,,,,,"",NO
50790465P,24,2025-03-19,3203.53,MXN,Bizum,9250.03,2025-03-19,64421.97,,,,,,,"",NO
45168663L,11,2023-03-19,9845.62,USD,Bizum,9845.62,2023-03-19,80831.75,,,,,,,"",NO
93750792B,363,2023-07-25,4990.42,JPY,Transferencia,9341.76,2023-07-25,51750.43,,,,,,,"",NO
60406604Z,74,2025-07-06,2352.81,USD,Retirada Efectivo,9988.53,2025-07-06,94296.82,,,,,,,"",NO
18696351I,436,2022-06-06,3069.48,MXN,Retirada Efectivo,9113.07,2022-06-06,44807.55,,,,,,,"",NO
50562133T,332,2023-04-12,-2541.99,GBP,Transferencia,8918.86,2023-04-12,69396.1,,,,,,,"",NO
64475884N,500,2023-11-25,667.62,MXN,Tarjeta,9038.22,2023-11-25,26860.42,,,,,,,"",NO
64637198O,160,2023-03-22,990.84,JPY,Bizum,9638.41,2023-03-22,25223.39,,,,,,,"",NO
13901417L,409,2023-07-18,4515.02,GBP,Tarjeta,9428.51,2023-07-18,37429.12,Esther,Delgado,Del Río,Av. del Este 6,1999-09-09,25262728H,Esther Delgado Del Río,SI
18708230V,443,2022-03-30,1677.48,USD,Transferencia,9903.48,2022-03-30,75651.73,,,,,,,"",NO
32347887Z,190,2022-10-15,3035.29,EUR,Retirada Efectivo,9097.85,2022-10-15,59837.68,,,,,,,"",NO
60768720V,52,2023-07-24,1324.78,USD,Transferencia,9419.18,2023-07-24,60691.71,,,,,,,"",NO
73188540T,335,2025-01-20,4306.74,GBP,Tarjeta,9577.89,2025-01-20,79323.59,,,,,,,"",NO
18194135Z,357,2024-01-23,3626.49,JPY,Tarjeta,9759.89,2024-01-23,83136.02,,,,,,,"",NO
30268217Y,333,2023-11-28,-2297.42,JPY,Bizum,8597.67,2023-11-28,44693.47,,,,,,,"",NO
25914623P,28,2022-02-07,2332.09,JPY,Tarjeta,7487.74,2022-02-07,23622.82,,,,,,,"",NO
46614032W,192,2024-02-05,3046.03,EUR,Transferencia,9794.03,2024-02-05,45079.13,,,,,,,"",NO
95067516H,47,2022-01-27,4911.04,MXN,Retirada Efectivo,8706.96,2022-01-27,68007.43,,,,,,,"",NO
90490846E,254,2024-01-18,2061.82,JPY,Tarjeta,9816.07,2024-01-18,63248.13,,,,,,,"",NO
33168781D,55,2022-10-30,5099.12,USD,Tarjeta,9958.92,2022-10-30,99555.53,,,,,,,"",NO
52427147Z,351,2023-01-01,5523.34,USD,Transferencia,9515.67,2023-01-01,57125.26,,,,,,,"",NO
64637198O,200,2022-07-01,9307.73,USD,Bizum,9859.67,2022-07-01,25223.39,,,,,,,"",NO
73188540T,182,2024-06-13,732.42,USD,Tarjeta,9140.62,2024-06-13,79323.59,,,,,,,"",NO
82172779I,250,2023-10-15,8863.78,MXN,Tarjeta,9749.19,2023-10-15,104264.01,,,,,,,"",NO
32705301X,238,2025-12-30,2152.96,MXN,Retirada Efectivo,9770.32,2025-12-30,18485.15,Joaquín,Del Valle,Gómez,Av. del Lago 14,2020-04-04,21222324D,Joaquín Del Valle Gómez,SI
64475884N,439,2024-12-30,-6110.27,USD,Bizum,8238.81,2024-12-30,26860.42,,,,,,,"",NO
48637885K,295,2023-07-10,9746.35,MXN,Tarjeta,9831.81,2023-07-10,57026.35,,,,,,,"",NO
98432182G,497,2023-02-25,2167.48,USD,Retirada Efectivo,9937.9,2023-02-25,79447.93,Álvaro,Herrera,Bravo,Calle del Viento 2,1986-01-01,66778899P,Álvaro Herrera Bravo,NO
58016044N,426,2025-01-10,846.69,MXN,Retirada Efectivo,7011.07,2025-01-10,46251.49,,,,,,,"",NO
64646912J,145,2022-08-06,6184.83,JPY,Retirada Efectivo,9962.58,2022-08-06,53150.99,,,,,,,"",NO
51712678W,178,2024-10-11,4031.66,JPY,Transferencia,9853.37,2024-10-11,29456.95,,,,,,,"",NO
11194048D,125,2025-04-28,7793.05,JPY,Bizum,9890.01,2025-04-28,3253.81,,,,,,,"",NO
24010733S,227,2024-03-26,-964.89,EUR,Bizum,9656.81,2024-03-26,30365.53,,,,,,,"",NO
18812674I,378,2025-07-20,1499.27,JPY,Tarjeta,9265.67,2025-07-20,80293.7,,,,,,,"",NO
82048373C,275,2023-01-28,-769.09,MXN,Transferencia,8825.74,2023-01-28,25704.74,,,,,,,"",NO
17070719G,421,2022-12-25,6623.24,USD,Tarjeta,9882.89,2022-12-25,26593.31,,,,,,,"",NO
69520769T,223,2024-07-11,7815.8,JPY,Transferencia,9476.44,2024-07-11,117941.87,,,,,,,"",NO
72081633D,371,2022-07-26,4769.53,EUR,Transferencia,9593.39,2022-07-26,40513.98,,,,,,,"",NO
76283991K,470,2022-10-09,218.78,EUR,Transferencia,9462.44,2022-10-09,7492.19,,,,,,,"",NO
60650276D,293,2025-09-30,1843.16,JPY,Bizum,9772.35,2025-09-30,51267.32,,,,,,,"",NO
51923580N,182,2025-08-15,698.24,GBP,Retirada Efectivo,9140.62,2025-08-15,24500.03,,,,,,,"",NO
36709559B,495,2023-09-20,747.11,EUR,Retirada Efectivo,8482.78,2023-09-20,56490.38,,,,,,,"",NO
15455647Q,459,2023-06-26,5331.22,JPY,Tarjeta,9235.11,2023-06-26,39301.08,,,,,,,"",NO
78481808C,443,2023-12-04,6165.76,USD,Retirada Efectivo,9903.48,2023-12-04,38543.95,,,,,,,"",NO
42968472Z,281,2023-08-23,8515.47,EUR,Tarjeta,8888.34,2023-08-23,86189.78,,,,,,,"",NO
58016044N,201,2025-08-11,7862.08,EUR,Retirada Efectivo,8089.16,2025-08-11,46251.49,,,,,,,"",NO
96175166A,221,2022-08-10,-5413.74,JPY,Transferencia,9760.17,2022-08-10,43762.94,Patricia,Gil,Nieto,Av. Central 15,1988-06-06,55667788O,Patricia Gil Nieto,NO
13869882G,450,2024-09-08,-4722.69,MXN,Bizum,9578.64,2024-09-08,68770.44,,,,,,,"",NO
33922669W,12,2023-05-14,139.41,USD,Transferencia,7591.11,2023-05-14,42273.8,,,,,,,"",NO
80589731N,44,2022-07-04,-2376.72,GBP,Transferencia,9156.54,2022-07-04,51429.43,,,,,,,"",NO
51966750P,3,2025-04-29,7450.4,GBP,Retirada Efectivo,9844.46,2025-04-29,27876.24,,,,,,,"",NO
37978995C,93,2025-02-08,9434.99,USD,Tarjeta,9819.28,2025-02-08,45382.05,,,,,,,"",NO
58136315G,351,2023-02-12,4632.46,JPY,Transferencia,9515.67,2023-02-12,37450.47,,,,,,,"",NO
93019708W,229,2022-09-06,2986.83,GBP,Tarjeta,9926.58,2022-09-06,44490.45,,,,,,,"",NO
41538633X,494,2025-07-11,-7716.48,USD,Bizum,9942.83,2025-07-11,32883.85,,,,,,,"",NO
61834894Z,350,2024-08-23,8072.31,JPY,Tarjeta,9457.25,2024-08-23,67205.22,,,,,,,"",NO
93750792B,179,2023-03-18,4194.35,USD,Tarjeta,9900.83,2023-03-18,51750.43,,,,,,,"",NO
91545803N,117,2025-02-20,7608.83,MXN,Tarjeta,9256.09,2025-02-20,34634.15,,,,,,,"",NO
65743702V,219,2022-05-10,7206.54,USD,Retirada Efectivo,9957.5,2022-05-10,36405.66,,,,,,,"",NO
57340126U,36,2024-07-26,2675.43,GBP,Bizum,9074.59,2024-07-26,59015.32,,,,,,,"",NO
87114611J,393,2024-08-27,6237.73,EUR,Retirada Efectivo,9445.2,2024-08-27,149794.53,Manuel,Delgado,Martínez,Av. del Norte 8,1984-08-08,23242526F,Manuel Delgado Martínez,NO
93750792B,310,2023-11-28,9708.5,USD,Bizum,9912.4,2023-11-28,51750.43,,,,,,,"",NO
13869882G,291,2023-01-24,1550.32,GBP,Retirada Efectivo,6727.78,2023-01-24,68770.44,,,,,,,"",NO
41640035S,331,2022-04-16,6686.38,EUR,Retirada Efectivo,9602.15,2022-04-16,76095.79,,,,,,,"",NO
38349917E,459,2023-10-16,181.14,USD,Retirada Efectivo,9235.11,2023-10-16,91860.76,,,,,,,"",NO
71899444Y,314,2022-05-21,1979.93,USD,Tarjeta,9535.86,2025-01-03,107699.49,Sofía,López,Sánchez,Calle Luna 5,1988-11-03,34567890C,Sofía López Sánchez,NO
66878315D,384,2022-09-18,-4516.61,MXN,Bizum,8941.46,2022-09-18,17445.19,,,,,,,"",NO
49662850J,352,2022-10-20,8351.51,JPY,Transferencia,9558.81,2022-10-20,73642.64,,,,,,,"",NO
96691054D,154,2024-02-10,9939.53,GBP,Bizum,9939.53,2024-02-10,69416.97,,,,,,,"",NO
18253393I,85,2025-02-10,3836.31,EUR,Bizum,9862.92,2025-02-10,-3326.84,,,,,,,"",NO
69520769T,254,2025-09-24,3219.18,GBP,Transferencia,9816.07,2025-09-24,117941.87,,,,,,,"",NO
41538633X,33,2024-05-16,3631.73,GBP,Transferencia,9677.9,2024-05-16,32883.85,,,,,,,"",NO
88702225V,100,2022-10-26,929.48,USD,Tarjeta,8189.19,2022-10-26,59566.12,,,,,,,"",NO
88890489J,40,2022-03-01,7185.39,USD,Retirada Efectivo,8426.7,2022-03-01,81105.77,,,,,,,"",NO
36680443A,360,2022-01-25,-6427.57,USD,Bizum,8869.32,2022-01-25,81780.73,,,,,,,"",NO
53694203X,223,2024-08-17,1159.82,EUR,Tarjeta,9476.44,2024-08-17,45962.68,,,,,,,"",NO
72471710F,19,2023-02-22,8240.96,JPY,Retirada Efectivo,8240.96,2023-02-22,133316.13,,,,,,,"",NO
66878315D,427,2025-11-30,-664.95,GBP,Bizum,9831.95,2025-11-30,17445.19,,,,,,,"",NO
53666983I,458,2024-11-23,1982.5,USD,Retirada Efectivo,8474.88,2024-11-23,35228.61,,,,,,,"",NO
98398623E,38,2024-01-15,-1539.52,EUR,Bizum,9623.35,2024-01-15,67870.15,,,,,,,"",NO
13385073N,413,2023-07-29,5755.24,EUR,Transferencia,9873.92,2023-07-29,59035.39,,,,,,,"",NO
26026604U,313,2024-01-10,2777.62,USD,Retirada Efectivo,8704.43,2024-01-10,41055.64,,,,,,,"",NO
50562133T,29,2024-07-01,4932.17,GBP,Retirada Efectivo,8610.32,2024-07-01,69396.1,,,,,,,"",NO
15339564Y,496,2022-11-21,8791.28,JPY,Tarjeta,9923.74,2022-11-21,45041.0,,,,,,,"",NO
15492743T,186,2025-05-21,1412.62,MXN,Transferencia,9688.22,2025-05-21,61630.12,,,,,,,"",NO
27261052J,200,2023-02-28,1043.75,USD,Retirada Efectivo,9859.67,2023-02-28,49266.95,,,,,,,"",NO
98997352N,365,2022-04-17,9505.19,MXN,Retirada Efectivo,9825.21,2022-04-17,82880.65,,,,,,,"",NO
13064923M,149,2024-07-17,-7271.88,EUR,Bizum,9668.09,2024-07-17,39168.43,,,,,,,"",NO
79856775V,442,2024-05-18,4794.53,USD,Tarjeta,9856.03,2024-05-18,8398.45,,,,,,,"",NO
21035093C,94,2024-03-29,1821.63,EUR,Retirada Efectivo,8981.01,2024-03-29,113924.84,,,,,,,"",NO
75857720H,60,2022-01-08,-2062.14,EUR,Transferencia,9137.96,2022-01-08,76114.6,,,,,,,"",NO
83420198X,57,2024-07-22,3480.59,GBP,Bizum,9655.15,2024-07-22,55271.34,Fernando,Crespo,Del Río,Av. del Norte 7,1990-05-05,13141516V,Fernando Crespo Del Río,NO
29926585K,344,2025-03-03,2902.04,USD,Retirada Efectivo,9695.99,2025-03-03,3898.94,,,,,,,"",NO
11413210A,147,2025-10-20,158.36,USD,Bizum,9765.05,2025-10-20,101938.01,,,,,,,"",NO
57652950E,273,2024-07-12,7894.61,USD,Tarjeta,9089.55,2024-07-12,35476.35,,,,,,,"",NO
26613086K,32,2023-10-08,5381.72,JPY,Bizum,9598.25,2023-10-08,96466.04,,,,,,,"",NO
39222928U,321,2023-11-02,3665.5,JPY,Tarjeta,9498.86,2023-11-02,17072.48,,,,,,,"",NO
82172779I,379,2024-03-11,5872.99,JPY,Retirada Efectivo,9464.39,2024-03-11,104264.01,,,,,,,"",NO
72794896C,95,2024-12-18,-7047.91,USD,Transferencia,8043.49,2024-12-18,36109.85,,,,,,,"",NO
19444602G,102,2023-03-13,9773.6,MXN,Tarjeta,9889.29,2023-03-13,57140.88,,,,,,,"",NO
51818557H,470,2023-02-16,1918.72,USD,Retirada Efectivo,9462.44,2023-02-16,26181.98,,,,,,,"",NO
24789504G,317,2023-05-05,-7615.82,USD,Bizum,8945.75,2023-05-05,50607.0,,,,,,,"",NO
91392338E,198,2022-12-27,-8159.77,USD,Bizum,9698.08,2022-12-27,-10345.5,,,,,,,"",NO
29361060I,326,2023-02-28,4007.06,GBP,Retirada Efectivo,8280.29,2023-02-28,-8465.7,,,,,,,"",NO
72534705Y,84,2023-05-02,9086.09,USD,Retirada Efectivo,9552.47,2023-05-02,34340.6,,,,,,,"",NO
90792426C,18,2025-01-17,-689.95,USD,Transferencia,9685.85,2025-01-17,26317.47,,,,,,,"",NO
74701363X,351,2025-04-25,250.39,USD,Transferencia,9515.67,2025-04-25,95034.81,,,,,,,"",NO
60650276D,248,2023-03-04,-7471.57,MXN,Bizum,9966.21,2023-03-04,51267.32,,,,,,,"",NO
91903816U,405,2025-10-26,7174.43,MXN,Retirada Efectivo,9796.69,2025-10-26,73318.33,,,,,,,"",NO
43550091Y,495,2024-09-24,-463.25,USD,Transferencia,8482.78,2024-09-24,40719.89,,,,,,,"",NO
41640035S,172,2022-12-13,701.87,USD,Transferencia,9250.88,2022-12-13,76095.79,,,,,,,"",NO
28192295U,94,2025-02-05,8622.74,USD,Retirada Efectivo,8981.01,2025-02-05,32325.9,,,,,,,"",NO
94675177L,355,2024-08-02,-4423.84,USD,Bizum,9005.49,2024-08-02,77858.62,,,,,,,"",NO
32347887Z,2,2024-03-18,2755.22,USD,Bizum,7194.98,2024-03-18,59837.68,,,,,,,"",NO
52023477W,78,2022-12-01,5953.3,USD,Tarjeta,9943.23,2022-12-01,29373.47,,,,,,,"",NO
52874324C,279,2023-01-16,-5859.77,JPY,Transferencia,9783.81,2023-01-16,22837.96,,,,,,,"",NO
11345140X,110,2022-08-21,-8948.1,EUR,Bizum,9186.48,2022-08-21,97046.77,,,,,,,"",NO
13883075Z,487,2022-05-05,2850.99,JPY,Retirada Efectivo,8179.96,2022-05-05,20322.66,,,,,,,"",NO
52269811Z,241,2022-05-23,4552.57,MXN,Bizum,8255.97,2022-05-23,67625.77,,,,,,,"",NO
76283991K,455,2024-11-27,194.6,EUR,Tarjeta,9210.36,2024-11-27,7492.19,,,,,,,"",NO
54925263M,155,2025-08-12,2788.46,JPY,Transferencia,9457.16,2025-08-12,41626.89,,,,,,,"",NO
43103639C,314,2024-02-28,-6938.01,USD,Transferencia,9535.86,2024-02-28,-18659.17,,,,,,,"",NO
55742717S,280,2023-03-02,7331.95,GBP,Retirada Efectivo,9846.78,2023-03-02,28474.95,,,,,,,"",NO
55551707D,321,2025-08-06,-5898.62,GBP,Transferencia,9498.86,2025-08-06,79477.82,,,,,,,"",NO
72219160B,409,2022-02-10,1514.03,GBP,Tarjeta,9428.51,2022-02-10,41211.13,,,,,,,"",NO
93889665Z,310,2024-10-31,9912.4,MXN,Retirada Efectivo,9912.4,2024-10-31,115058.5,,,,,,,"",NO
21755286J,395,2022-02-22,6288.97,EUR,Retirada Efectivo,9762.82,2022-02-22,7480.61,,,,,,,"",NO
72471710F,261,2025-07-26,5595.41,GBP,Transferencia,8635.68,2025-07-26,133316.13,,,,,,,"",NO
47068877W,300,2024-01-12,805.82,JPY,Tarjeta,9956.81,2024-01-12,54345.29,,,,,,,"",NO
54925263M,202,2023-01-05,9286.4,GBP,Tarjeta,9520.23,2023-01-05,41626.89,,,,,,,"",NO
66954887T,219,2025-04-11,-2484.9,GBP,Transferencia,9957.5,2025-04-11,47946.57,,,,,,,"",NO
